Code,Description
21657928,Amax Freight Forwarding 
72006821,Setati Associates 
21658290,GSF Trucking
21779907,Mvilomuhle Trading
21696962,Kaisha Freight And Forwarders
21792367,Murafho Consulting 
21528617,The Grace Mission Trust
00506082,Pasiwa
21788611,Mellow Mod Holdings 
FH001129,Vad Investment Pty Ltd
00147430,New Clicks South Africa 
21797180,TFN Import and Export 
21710180,Sammy Semadi Trading Enterprise 
72006831,Vorsberg Agri Pty Ltd 
21559676,Jodipoint 
21407073,Marley Pipe Systems SA
20669418,Bombo Group
21791190,Ntabende Clearing Agent
21786244,Ananang Logistics Support CC
21667701,Nmr Longhauls 
21679113,Fairway International Trading
21039164,Monteagle Logistics Ltd
21725011,Nafay Motors
21723744,Car Collection (Pty) Ltd
21748990,Mjomana Trading Pty Ltd
21771884,Herman Van Der Merwe
72006856,Katawa Trading 41 CC
21801070,Baden And Baden Freight Forwarders 
21684787,Potlako Global Logistics Pty Ltd
21805989,Sns Upholstery CC
216090255,Kaalfontein Liquor Store 
72006848,Shomene 2 CC t/a AJ Deetlefs Vervoer
21690255,Kaalfontein Liquor Store (Pty) Ltd
72006872,Langvic 
72006864,Midnight Spark Trading 234 
72006880,David Maake And Associates (Pty) Ltd
21078808,Purple Basket Trading
72006899,EMK Investments
21542120,Cicoti Trading 
72006902,Hdp Transport  CC
72006910,Dvs Road Pty Ltd 
21658398,Duka Trading Pty Ltd
21458366,Fearless Freight Solution Pty Ltd
21547008,Untill Now And Forever Trading 
72006929,Sasiwa Investments
21601633,JPM Investments T/A Vision-Nate Freight Solutions
21119223,Neofresh
20436361,Specialised Road Technologies 
72006937,Manrj Logistics
1466631,Pro-Logistics Forwarding Pty Ltd
20062691,All Over Africa
21602249,Shalom Bus Services 
21472421,Vhalondo Civil Construction Services Pty Ltd                      
21736446,Ezee Clearing Agents 
21294450,Shekhinah Trading 
21650958,Mercury Global Freight 
534679,Kintetsu World Express South Africa (Pty) Ltd
00871458,Johnny'S Liquor Hypermarket 
20063051,Jolem Shipping Services 
20174048,Ltd Logistics Solutions CC
21569007,SA Oil Resources 
72006945,Hapsbury Investments
72006953,Nieuw Graan
21611514,Henro Logistics (pty) Ltd  
20157489,Digistics
21129503,Oxy Trading 646 
21784926,Internal And External Investments Pty Ltd
01642596,Unitrans Freight Forwarding And Clearing (Pty) Ltd  
21176426,Remo Clearing Agent
21166987,Nsoko Trading Store
72006971,Prodeliver Group
01147840,Swazi Plastic Industries
21210363,Packaging Solutions Swaziland
FH001133,Monzi Haulage t/a MD Carriers
21166820,Transship
01861219,BLG Logistics Of South Africa 
21168939,Southern Trading Company
21809631,Outrite Africa
72006988,Khongoni Logistics
21789340,Welcome Home Freight Forwarding ((pty) Ltd 
01839240,ZA Trans Logistics
FH001134,MGC Transport
21774484,Sizoshesha Transport And Projects 15 
FH001135,Alliance Carriers Botswana Pty Ltd
21278074,E Three Logistics
21700835,Grain Carriers 
20055531,Add X Trading 189 
20845283,Vinci Trading 
00161490,Fabricated Steel Manufacturing Company
20356022,Campbells Cargo 
21599643,Das Road Transport
FH001140,Namibia Joinery Supplies
FH001141,SM Customs Clearing Specialist Logistics
21346845,Kgalagadi Wholesalers
20668209,ABC Africa Trading 
FH001137,Intercross Management
FH001139,Transline Transport
20598929,Khulani Timber Industries 
72002141,KA GO 2 GO Cargo CC
FH001136,Opti Feed Botswana
FH001138,Sandveld Transport
21688723,Club freight logistics
FH001144,TAG Logistics cc
21091071,Richmond Plumbing And Hardware 
20729189,Seko Worldwide
FH001143,Quality Airfreight Services cc
21318321,Internet Express 
FH001142,Camel Fuels Pty Ltd
72004772,Grain Carriers
21788859,Onelogix Cargo Solutions 
FH001145,Woodway Carriers
FH001146,L. Anthony t/a Sirkel Motors and Transport
21689770,Tuftrade 141
72006996,Triple Ts Enterprises
20533463,Blue Strata Supply Chain 
00755183,Kawena Distributors 
21729599,Kantoorkop Trust 
72007003,Oglander Logistics
FH001147,Tholo Holdings Pty Ltd
FH001148,Coleman Transport
20472224,Dandre Transport (SA) Bk
72007021,Coleman Trasnport
72007011,JKD Logistics And Projects
20135690,Kwikot
21656948,G And N Plumbing
21754299,Gabz4suncell
00758697,Aeromaritime International Management Services
21020634,Trump Clearing And Forwarding
21795226,Mokaletso Consultancy And Projects
21810957,Mellows Heights
00527711,Communications Technology Broadcasting
21688596,Unlimited Abundant Holdings
00935785,Tosas
21801010,JCC Broker (Pty) Ltd
20743651,Arbor Acres South Africa
00809155,International Slab Sales
FH001151,Namib's Roos Transport
FH001149,I-S Airfreight & Road Services
FH001152,Innovaite Information Technology CC
21296917,Obie Logistic Pty Ltd
FH001155,Burgers Equipment & Spares Namibia CC
FH001150,Namibia Road Assistance and Breakdown Services t/a 24 Hours Transports
21235450,Trio Com Enterprises CC
FH001154,Trans Desert Logistics
21414958,A Van der Walt Transport Namibia Pty Ltd
FH001153,MGC Transport
72007038,Tanzer Logistics
21618632,Globiclear
72007054,clean motion holdings
72007046,Dibiya Badudu Logistic
21799302,Zakhele Supply
00300346,The South African Mercantile Corporation
21817579,Upitron BK
21799949,Mighty Sparrow Crown Logistics
21817486,Mokabeya Trading
72007062,Maison De Lechema
01726871,Friedheim Timbers
21810914,One Touch Clearing Agency
20623926,Paccon Logistics SA
21681532,Nak Motors
21587265,Vanito (pty) Ltd
72007070,Muc Bussines Solutions
21810981,Seed Clearing
21832657,Rakgadi Clearing And Projects
21529923,Bollore Africa Logistics South Africa
21637333,Sesikhona Oils
21658452,UNI Cargo
21612480,Dzolunga Construction And Projects
21298766,Infihlakalo Investment Pty Ltd
72007089,Becrochny
72007097,Pamm Investment
20997606,Rorco Enterprises
01750001,Trans Cash & Carry Pty Ltd
00737489,Transpharm
21747676,CZE Trading
FH001156,Shamshir Investments T/A Kamunu Wholesalers & Mills
01746382,Patuma Freight
21416993,Daigon International
21147577,Unik Construction Engineering Pty Ltd
21832789,Apollo Cargo
21579039,Downtown Duty Free
21834854,Clearing Dynamics
21799477,Micro Manage Agent
21816904,L Motsusi Clearing Agent (Pty) Ltd
01466631,Pro-Logistics Forwarding Pty Ltd
21385227,Jayden Logistics
72007100,K And K Paint Manufacturers
21296089,Never Give Up Clearing Agency
21691863,Fwz Cargo Incorporated In (zimbabwe)
21681443,Comfort Clearing Agent
21838574,Lopdale Services And Investments
FH001157,Ultra Scales Windhoek CC
21045910,Reliable Freight And Forwarding
72007119,Reinke Logistix
21349992,Avecs Transport
21841264,Trydant Truck Hire
21844778,KMA Logistics Transport
21583043,Morgan Cargo Express
21591991,Morgan Cargo (KZN)
20697613,Silver Bear Trading CC
01784698,Lianna Investments cc
20804157,Chromtech Holdings
21714460,Wholesale Flower Solutions T/A WFS Logistics
20697923,QI Logistics Pty Ltd
21733404,Nieuwco Services
01849520,The Energy Company
20983975,Inkokheli Trading
FH001158,Dezign Incorporated T/A Redo's Botswana
FH001162,Antonio Uamusse  Transporte De Mercadoria
FH001160,Nadinox LDA
20081759,Luis M Import And Export
FH001163,Idrisse Ferreira De Oliveira Transportes
FH001159,Mocambique Motores LDA
FH001165,Servitrade LDA
20219453,Culemborg Cargo And Container Terminal
21320791,F and O Logistics
FH001161,Seth SA
FH001164,Iassine Jaifar Cadir Transportes
21329543,Sky Air Freight
00454895,Torre Holdings T/A Torre Logistics
21728371,A And E Holdings
21141862,BCE Consulting
21809283,Kayalami Holding
01929266,Khuluma Freight Services
00393249,Dachser South Africa
21805199,Deltec Logistics
72007135,Els And Sons Transport
72007127,GF Kotze T/A BAC Transport
21096235,Gly Africa
20257904,Eastern Trading Company
21837519,Danier Clearing
20628723,Mekluc Global Tranding
72007161,South African Consolidators
72007178,Rudwes Mining And Industrial Supplies
00431544,Anastasios Pavlidis T/A Transaf Imports and Exports
21102135,Valken Boerdery
21102119,Daruan
01352735,Synergy Worldwide Logistics
21539723,Transaf Import And Export
01829955,The Laser Transport Group
21418058,Interact Media Defined
21257974,Gee Recreation
01095456,Forwarding Network CC
21642255,Three Streams Salmon And Trout
00757291,AH-Vest Ltd
72007186,Kimberley Express And Distributors
01832823,UKD Marketing
21548241,Jidair Cargo
21810310,Transglobal Africa Logistics
21236367,Litsebi Chemicals
72007194,HJS Roux Trust  T/A Henmar Hire
21539128,RNZ Transport
20992701,Willowton Logistics
00573972,Darsot And More Chemicals
20827937,Triprod
72007208,CN Chelopo Trading Enterprise
20374576,Aquilla Business Development T/A L & B Security Wholesalers
21846029,Velij Trading
01539681,Matrick Freight Services CC
21844662,LSP Clearing And Forwarding
21724902,Masaula Trading And Logistics
01377884,Three Streams Smokehouse
20506760,Rowco 114
21289687,Elcona Imports And Exports
21854446,Real Blue
00359990,Edward Snell And Company
20627628,Contour Logistics
20538791,Tin Can Man
01556525,Straatmey Beleggings T/A Almur Smit Poultry Farm
01091086,Gundle Plastics Group
21726212,DE Wit And Mtemeli Clearing Services
21740687,Kufasi Trading
21749725,Locktrans Trading
21673786,Afrigo Global
21721954,Tauone Trading
21738031,Customs Busters Consultancy And Logistics
21835303,Thabo And Nthabi Clearing Agency
01461281,Seamaster Maritime
21830719,Platinum Alliance Logistics
21618640,Cloudclear
21175152,Ignatius Tsatsi Ranthocha  T/A At Your Service Clearing Agent
00206731,Pick N Pay Retailers
21584090,Inscar Global
21362229,Classic Access Intl
21846568,Mkhudlwane Import And Export
21740078,Skywaves Global Forwarding
20313483,Gerardo Trading T/A Healthwise Distributors
72007216,C4 Logistics
01225958,Imperial Logistics South Africa Group
20522160,SNB Freight
21678397,Nagoya Carrier And Logistics
72007224,LBH Xpress
21835265,Bana Ba Motho
21126466,Artefusion
20930183,Senen Logistical Services
21351538,Dite Consultancy
21579209,Mazino Concept
21821370,HDJ Transport Solutions
72007232,510 MML Kweneng Trading
21470399,Exotiq Logistics (south Africa)
21134573,SRF Logistics
21474637,Nivlac Engineering And Projects
21766903,Nansane Bulk Energy
00300583,Heneways Freight Services Pty Ltd
21139400,CWT Aquarius Shipping International
21865528,Minatlou Trading 450
21865757,Tshumisano Trading
72007240,Kago Investments
20191870,Freightit
21760115,HRM Bob Export And Import International
21427188,AGC Freight
21820030,Zenith Sky
21859278,Vesuvius Clearing And Forwarding
21811236,Five Minutes Clearing Agent
21492145,Sanjay Maharajh T/A ST Transport
21862251,Izimphala
21870547,LTS Clearing
21607860,Green Gates Investments
21661150,Goborders
21846509,Sphelenhlanhla Holdings
21863983,Epikaizotshedza Trading And Projects
20917081,MD Verkoeling Trust
01308013,Landlink Clearing And Forwarding
21227954,Moatlhudi Trading
21833602,Madondo Freight
21534470,Muq Import And Export
01132593,Sebenza Freight Services Pty Ltd
21874224,Namibia Freight Carriers
21853598,Care Freight Logistics
FH001166,Horizon Mocambique LDA
FH001168,Serya Investimentos LDA
FH001167,Transauto Sociedade Unipessoal LDA
FH001169,SB Projectos e Construcoes LDA
01414512,World Net Logistics Pty Ltd
72007259,Muhammads Liquid Bulk and Truck Hire
21809507,Pholoso Clearing Agency And Projects
21673271,Ess Import And Export Clearing Agent
20085460,Temoore Freight Agency CC t/a DN Freight
01864528,Qwa-Qwa Wire Products
72007267,Zelby's Transport
21856449,Connect Africa Logistics
20426170,Courierit Pty Ltd
21854691,Netty Customs Clearing Agencies SA
01132178,Expeditors International S A
20518350,F W Clearing And Forwarding
01857395,Celtic Freight & Logistics (PTY) LTD
20666001,Outsource Logistics
72007275,Ukahamba Transport
20195663,Incotrans
00491010,Meihuizen Freight Pty Ltd
21872795,Enigma Web
21688413,James Forwarding And Clearing
21532338,MM Cargo Services
00977158,Transmedit Forwarding Pty Ltd
72007283,Cobacom
21375664,Dynamic Charisma Consulting
20842683,Industro-Clean Free State
21586735,Landy Air Freight
20688739,Natiolec
21721911,Kenn Link Logistics
21693056,Boithuso Clearing Agency Transport And Projects
21874313,Easy Route Logistics
01688355,FSS International
21465833,Gac Laser Specialised Logistics
21833394,Cee Tee Logistics
21724716,Yahweh Rohi Group
21773607,Allover Express Trading
21406883,2013/174390/07 (South Africa) Pty Ltd T/A Freightd
21851668,Vulindlela Dynamic Consulting
20467493,3G Mobile
FH001170,In Touch Cargo Namibia Pty Ltd
21305840,A And B Hydraulic Services T/A Bethlehem Hydraulic Services
21648679,SMI Bulk Transport
21459532,VTI Africa
01847439,TD Shipping And Clearing
21306570,Hornbill Holdings T/A Hornbill Freight Consulting
01863998,Johan And Marie
20446269,Henque 3658 T/A Freight Consultancy
72007313,N5 4X4 Performances
01869155,In Time Logistics Pty Ltd
21407723,Feltra International Logistics
21638593,Mbee Logistics
01903455,Freightnet Cargo Logistics
21718393,Flyways International
21724325,Alistair Group South Africa
72007305,Hanglip Logistics
20701537,Prive Logistics
21860976,Trading With Love
72007291,Mabaso And M Construction And Projects
20162008,SA Calcium Carbide
21857953,Direct Trucking And Forwarding
21294027,Marcrocell Enterprises T/A Ritepack Distributors
21875298,SMTM Easi Trading
00941490,Seaboard International Trading Company Pty Ltd
21084831,ICT-SA Worldwide Express
00510518,Delance Cosmetics
20138169,Corsair Logistics (Pty) Ltd
21837578,J And H Holdings (Pty) Ltd
72007348,LSB Logistics Pty Ltd
72007356,Theranody Transport (Pty) Ltd
72007364,Lombard GJ t/a Diesel Doctor
72007331,Fpl Freight Packing And Logistics
00057709,Masstores ( Pty) Ltd
20574778,Umongo Petroleum (Pty) Ltd
20651684,Rnj Exports CC
72007372,TFS Distribution and Logistics
1867551,Berry And Donaldson Clearing (Pty) Ltd
01405255,Compass Logistics CC
21665644,Bsi Steel Exports ( Pty) Ltd
21418430,Newgrip Sa (Pty) Ltd
21778277,Giovanni Transport (Pty) Ltd
21629498,Umkhanyisi Suppliers Cc
01892022,Ocean Star Products (Pty) Ltd
20838755,Pereira Ocean Products (Pty) Ltd
72007380,Tfs Wholesalers QwaQwa Trust
21722241,M6t Seal Cargo Services(Pty) Ltd
00291323,Berry & Donaldson (Pty) Ltd
72007399,Kgv Logistics
21530823,Skynet South Africa (Pty) Ltd
21378116,Nic-Cha cc
21699945,Stingray Freight Solutions (Pty)Ltd
21473762,Ntandos Import And Export Consultant
72007402,Osno Logistics
01932231,Goods in Transit (Pty) Ltd
72007410,M And R Road Freight
21713553,Zammal Logistics(Pty) Ltd
72007429,Auzer Trading (Pty) Ltd
21870276,M And R Road Freight (Pty) Ltd
21819636,Rac Suppliers (Pty) Ltd
21583728,Seraj Transport (Pty) Ltd
21244423,Xama Inestic 9 CC t/a Tinkuni Specialised Transport
20649338,Allport Cargo Services (Pty) Ltd
01815688,Union Packaging Manufacturers (Pty) Ltd
72007437,Superrollback Hire (Pty)Ltd
21874119,MSG Solution (Pty) Ltd
21490991,Mountainview Dairy CC
2124423,Xama Inestic 9 CC t/a Tinkuni Specialised Transport
21623147,Car Max Africa (Pty) Ltd
21221727,Ozone Fire CC
21677072,Gardee Global CC
21778854,Phill Import Export And Logistic
21153967,Trend Mania 1076
72007453,Donsa Mfana Workshop
72007461,MR A Trans
72007471,Nedtex 400 CC
72007488,Skhwama Projects And Logistics
21875786,Elias S M Investment
20150851,Hentiq 2476 PTY LTD
20286200,Mangkoko Clearing Agents
72007496,Limecoal Carriers
FH001173,C.J Korf Transport
FH001172,Hendrik Johannes Moller
FH001176,Crawickmill Pty Ltd
21687344,Q4 Logistics(Pty)Ltd
FH001174,F&M Vervoer
21036882,Brecht Equipment And Supplies
72007501,Bullfrog Logistics
FH001175,Namibmills Pty Ltd
21886234,Global Logistic Alliance
20821130,Ribas Manufacturers
72007518,Mandre Logistics
21578059,Cosmic Gold Trading 470
21584910,Lak Clearing Forwarding And Logistics
21653736,Saz Logistics (Pty) Ltd
72007534,Africa Link Intl Forwarding And Clearing Agents
72007542,CP World Cargoport South Africa
20571378,Quirk Trade T/A Titan Trade
00779722,P & P Shipping CC T/A Robin Shipping
72007550,Tineka'S Trucking
21839244,Lemon Trees Toilet Hire
00109303,Sprint Packaging A Div of Bidvest Paperplus
20367295,The door Group
20624116,Seabourne Inxpress Pty Ltd
21327389,Premier Exports
00722636,Oriental Shipping
21386894,NGL Logistic Solutions (Pty) Ltd
21567104,Safari Game Viewers (Pty) Ltd
21094887,Sawab Freight Forwarders And Customs Consultants
72007569,Langpad Transport
21347302,CC Chickens
21298588,San He Logistics And Transport (Zambia) Ltd
21712875,Opinionated Trading Enterprise 80
72007526,Nkomazi Logistics
21801029,International Logistics 365
20589189,Scrap Salvage (Pty) Ltd
21144390,Anton Doodskiste CC
21854012,Airland Logistics
21882145,Crystal Express
01681024,L N Shipping
20691119,Oncourse Logistics T/A Logistics Management Service
21890384,Gladmod Transport And Projects 40
72007585,Bulk Way Hauliers
21781439,Amozalogix
72007593,Nyasa Logistics
00851211,Ram International Transport
20136760,Kodav Bulk Logistics
20179775,Ashleigh'S Mattress Manufacturing
21837735,Onverwag Boerdery
21038125,Nyati Cross Border
21329039,Expolanka Freight
21719608,Forex Logistics And Petroleum
72007607,Chelsea Transport And Logistics
01845797,Consulmet
0163564,Katlego Global Logistics (Pty) Ltd
21837985,Dotnet Africa
21838066,JG Hauliers (pty) Ltd
21891953,Planet Express Clearing
21830646,Quick Service Enterprise
21262322,Banalo Trading Enterprise
21314040,Redgrave Services
00625038,Hellmann Worldwide Logistics
21829223,Kopano Procurement And Services
21889204,Serfontein Logistics
20991085,V Tex Tools
21857666,Kemcore South Africa
21877723,General Freight Logistics
21835885,Louis De Wet  T/A De Wet Transport
21333639,Ladyluck Trading 2
21056911,Mantac Import And Export
21898520,Silvex Import And Export
72007615,Triffid Engineering T/A Triffid Transport
72007623,Jorebe Logistics
00094384,Kap Bedding
21627576,Leopack Marketing (Private) Limited
72007631,Charmaine Erlank
21349305,Kirispark
00158547,Cape Gate
72007641,Hono Transport Logistics
20105603,Sabona Freight Services Close Corporation
72007658,Inter Trans
21564138,Safrica Logistics (pty) Ltd
21085196,Proline Trading 143
21535329,JJZ Gerber Houtwerke
21895394,Halima Moosa T/A NDS Logistics Sole Prop
20451989,Yash Foam Technologies
72007674,Tagane
72007682,Toramix
72007690,Nyumba Logistics
72007666,Fas Industries
FH001177,Diesel Electric
00616374,PA Cargo
FH001178,Icypeed Limited
FH001181,Bylo Enterprises Limited
20731289,Oos Vrystaat Kaap Bedyf Ltd
FH001179,Senderlink Logistics Zambia Limited
FH001182,Status Hi-Tech Zambia Limited
FH001183,Cochrane Trucking
FH001180,Taila-Niza Investment Limited
21347205,Onkgopotse Logistics And Projects
21248453,Coniston Exports
21859111,Sebolelo Enterprise
72007704,Simanto Logistics
01292829,James Car Rite
21865722,Zwithu Logistics
21847114,Bextrans
21882455,MDC Office Supplies And Stationers
21906105,Load Clear
21775537,Kardan
21887832,Merafe Cargo Express
21895912,Proteach Co.
21904293,Triple M Logistics And Projects
21891976,Nkl Express Clearing
21388684,Kellnore Construction
21850017,Shalu Solutions
21904625,Pmk Global Services
72007712,Intessol
72007720,Merito Enterprises
72007798,Sisonke A-Z Freight And Distributors
21913933,Dub Dub Transport
72007801,Tonjerta Holdings
21906563,Prodi Services And Projects
21884660,HI Tech Refrigeration
21603709,N A Munyai Trading And Projects
21562579,Magadi Clearing And Projects
20191633,May Cargo And Courier
72007811,Hospi Track Africa
21907314,Afri Asia International
72007828,200years Freight Services
21604136,Elkrus Freight Dynamics
72007836,The Truck Empire 333
21526388,P And R Earthmoving
21916108,K2015146110 (south Africa)
21043969,Petro Industrial Solutions
21919583,KBV Transport And Logistics
72007844,Stancoms Trading
21922052,Africa Road Runners
21837086,Jarzin Accommodation
72007852,Maluti Media
21272262,BEE Logitics And Freight
21687700,Silwood Trading
21661673,Cross Province Hauliers
21919465,NDLK Enterprise
21695804,Zosi Group
21681788,IM Monokoane Logistics And Transport
21869647,TR Solutions 877
21330214,Behlum Auto Export
20811888,Baks Import And Export
72007860,Impangele Logistics
72007879,Level Loads
72007887,Jabula Plant Hire
21917114,Tibusiso Trading And Enterprise
72007895,SA Zero Waste
21834625,Sharon M Carriers
72007917,Zatoclox
21919486,Eso Group Holdings
21910349,Zilambisa Transport
21009543,Custotime
21924128,Julius Clearing Agents
21845650,Siyabusa International Multitask Investments
21929634,Stodalux
21904285,Lenzek Holdings
21295007,4PL. Com Logistics Cape
FH000840,Rabakol Investment t/a J C Transport
21644207,Carson Trucking
21927445,Bester Clearing And Forwarding
21521370,Pandell Consulting
21909392,Dela Casa Trading 618
21923016,Henk And Family Enterprise
21907241,Trek Clearing And Forwarding
21079898,Ecopolymers
21924926,S I Clearing
21930399,TFP Logistics
21905230,Niyazi Express
72007925,Makwenzeke Solutions
00041684,Bridgestone South Africa
21924411,Silosemanti CNS4 Trading
21768558,Marbisol Projekte
21929480,Transitex Clearing
21641275,Falcon Freight And Logistics
01498190,Transglobal Cargo
72007739,Towrite
20062357,Ocean Traders International Africa
20799431,Vishan Clothing Industries
21938594,Innovative Clearing And Forwarding Agent
21620415,Japan Shipping Services
21931522,TMA Express Road
20749064,Tokai Trust
01043396,Kumara Freight
21927815,Linksport Clearing Agents
21868470,Saric Enterrises
21922931,DF Diversified Logistics
72007747,EVP Logistical Solutions
21938394,Accolade Group
20343711,Exponential Freight Services
25295555,Galaxy Africa Ventures
25461537,Imphala Logistics
25378842,New Horizons Freight Services
25479737,Raptor Freight
25401289,Kule Trans
25260053,Proctom Exporter
25460344,Nelod Trading
25484438,Suleman Roadways
22009120,Active Power Trading 67
25484543,Glenbuq Trading
21892700,Africa Road Transport Services Group
21742410,Vaal Outsourcing
25124995,The Building Company Trading
21908302,Tradeagri
25471795,CJR Customs Clearing
25477742,Heallys Freight and Logistics
25485795,Transsquad Logistics
25490283,Everest Worldwide Logistics
25483753,Shanong Holdings
25034449,King Of Africa Logistics (Pty) Ltd
25320423,AYH Logistics
20967904,Masequa Bricks (PTY)LTD
25395265,Pick and Go Investment
25389177,Namibs Roos Transport
25495173,LL Mashego Trading
22021528,Dalinjebo Technical Services CC
21964554,Trans Km Trading (Pty) Ltd
25457484,ECM Logistics
01470344,Afmex Cargo
25313916,IDA Distributors
25442798,Raw 9001 Trading (Pty) Ltd
25327908,SADC Trading Commodities
21284537,HHL Holdings
21094895,Tabak Distribution Durban Pty Ltd
25461642,TC Mabelane
00983408,Matanuska (Pty) Ltd
21887686,Dups Insleepdiens Bk
25500235,Nhari Investment (Pty) Ltd
25218256,AKW Logistics (Pty) Ltd
25501088,Aleph Transport
25273987,Truckload Carriers
20877158,GP Van Niekerk Vervoer Cc
25498446,SOG Conveyance Primary Co-Operative Limited
25322736,Reotlotlile Trading (Pty) Ltd
25503072,DD Logistics
25236287,Unacentia Holdings
25505447,Anita Botha Vervoer
25494823,TJ MOSHOATI
25503455,Espn Trucking (Private) Limited
25331750,Way Forwad Logistics
25379849,Isanku Logistics
25505512,D N L Transport
25210751,Sky 27 (Pty) Ltd
21461951,Brothers Thatch and Roof Grass Supplies (Pty) Ltd
21229485,Capital Couriers Cc
25504915,Afrienet
21975313,Sologistics
25271216,Project 72 Group
25508651,LB Kose
25331963,Galation Trading Enterprises (Pty) Ltd
25392037,Three Anchor Logistics (Pty) Ltd
25500812,Onetrans Logistics Solutions
21764307,Ten - Eleven Business Association
21387963,Contra Consolidations (Pty) Ltd
25506500,Prima Retail
25509038,SD Transport and Logistics Sa (Pty) Ltd
25500099,Dark Child Import and Export
25421970,Kram Logistics and Projects
25305442,Sanko Investment
25511317,LE Roux Besigheidstrus
25410538,Shivan Sanker Investments
25484969,Fleetside Investments
25511708,M and A Logistics (Pty) Ltd
25464331,Pyara
25483024,Melcnez Freight
25513336,Haydins Plant Hire and Civils Cc
25513700,Sea Lord Trading (Pty) Ltd
25495501,Gomo and Tlhale
25513220,African Haul
25514510,Mighty One Logistics Cc
25512895,Mfundzeni Business Solutions
25466776,Rhema Consultants (Pty) Ltd
25420621,Dabys Investments Cc
25198453,Into Africa Clearing and Logistics
21459699,Bay Cargo and Freight Pty Ltd
25405594,Donville Holdings (Pty) Ltd
25458456,SNV Logistics
25485906,Salt Logistics
25519431,Cargo Clearing Agent
25519849,Yaz Clearing Agent
25476908,Matobo Empire Trading (Pty) Ltd
22035536,Orange Primate Civils Ans Contractors (Pty)Ltd
25399805,Justice Petroleum Distribution Pipe and Fittings
25274886,Liqui Lube
25476258,Natal Stainless Steel (Pty) Ltd
21019904,Technicool Cc
25352004,Cyber Clearing
25443573,Sonop Farming Pty Ltd
21506763,Myburgh Packaging Cc
25517021,Evron Petroleum
25524671,Black Mamba 87
25109408,All Africa Spares
25528030,Willie Meyer Enterprises
20144443,Falcongate Logistics Pty Ltd
25529118,Trinity Frieght Logistics (Pty) Ltd
25337317,Maggir Industries
25506292,Phoenix Transport Solutions
25527425,Bhisonto's Business Enterprise (Pty)
25530034,Skyld Logistics
25530596,Legacy Bulk
21941906,JJ Helderberg Investments (Pty) Ltd
21552698,Ciovita (Pty) Ltd
25416048,Reign Of Fire Logistics (Pty) Ltd
20642805, Sixbar Trading 194
20056331,Timbercity Lowveld Pty Ltd
25530077,Jeslien Transport
25395036,Ithutha Solutions
21906148,HR Matters Properties Pty Ltd
25534293,Dalinjebo Group
25345432,Hanscorp
01492087,Dkdkdistributors
21708786,Cancri Tropicus 11
25384683,THT Solutions
21292989,High Voltage Power Systems (Pty)Ltd
25451656,Bvs Trust
25517269,Skytum Logistics
25497083,Kap Trans Logistics
25534072,Mambamj Trading and Facilities
25474417,Zee Global Network
21978886,Alkana Trading (Pty) Ltd
25465842,Today's Destiny Trading and Project 93 CC
25536172,Alminoo
25537284,RDI Transport and Logistics Cc
25202369,Ezk Transport (Pty) Ltd
25392282,Afri Group Logistics (Pty)Ltd
01282859,Imtimo Logistics
25474069,Madalitso Investments
25470233,Normtrans
20113281,Network Dynamics Pty Ltd
25455945,Phases Projects and Solutions
25446270,JS Van Barneveld Bosbou
25543313,2 Brothers Plant Hire and Transport Cc
25534722,Waterford Administrators
25329471,Gosend Logistics
25341917,Clear Path Marketing
25541086,PHH SA
25544654,Nitaya Holdings
25181217,Chriscent (Pty) Ltd
25484462,Cascadia Solutions (Pty) Ltd
25545677,Zone to Zone Global Logistics
25547688,Jag Trucking
21626561,F E Industrial Supplies CC
21955085,Nkosi Baba Transport Cc
25439496,Calgen Logistics
21771027,Westmead Mining and Logistics (Pty) Ltd
25087424,KA Ingo Transport
25548315,SA Network Logistics
25051155,Maybach Oil and Gas
25215680,Waterwell Drilling
25517919,Enov8 Build Bax
25551137,Naledi Joinery (Pty) Ltd
25448294,Stallions Crossborder (Incorporated In Zambia)
25511732,Heavy Metal Haulage and Projects
25541272,Highlands Investments Limited
25550845,China Railway Ninth Group Zambia Limited
25499132,Tonie Visagie Transport Cc
25351067,Just In Time Agencies
21100396,Yacoob's Transport Cc
25460174,Balgotrans Freight (Pty) Ltd
25550858,Grillo Trading
25407570,Mcfreight Energy (Pty) Ltd
25499787,Siya and Jansen
01796636,Rohlig Grindrod (PT) LTD
25554403,African Honey Dew
25447862,Transtrevo
25551633,Rhard to Break
25550165,Tegmul Fabrication
25390247,Phoenix 8512 Group
25540969,Efficient Clearance
20670490,Macdonald's Transport Upington
25546592,TSN Migr8 Ict Group
21702544,Heymans Kole Group (Pty) Ltd
21782249,Norfoods (Pty) Ltd
25535699,Quick Easy 2001 Import and Export
25296764,New Business Logistic
25553954,Addmore Investments
25147802,GRT Investments (Pty) Ltd
25528170,S L Transport Bk
25561123,Amandla General Enterprise
21094445,Teqa Logistics Cc
25105917,Cool Summer Cat Trading Pty Ltd
25557518,Global Unit Logistics
22024446,Central Freight Haul Cc
25512690,Memit (Pty) Ltd
25563126,HL Express
21711968,Andrew Shrindzi Logistics Pty Ltd
25566559,Denaledi Logistics
25569817,Ebusisekile Deliveries
25239898,VNA Transport and Logistics
25215974,Sambikani Global Trading (Pty) Ltd
25568136,KVG Transport Pty Ltd
25160270,Broadway Industrial Supplies and Logistics
